user_name,nickname,bio_content,followers,following,keyword_repetitions,follower_following_ratio,total_favs,total_lists
Sebastiao do Carmo,basttiao,A vida é bela.   @ClubeFollowback.,679125,701243,1,0.968458865186533,21,2292
GustavoSBR,GustavoSBR,"Conectando,ayudando trabajando con personas y empresas,networking, sinergias. Aprendiendo  y compartiendo información.Learning from people, sharing with people",616912,501490,1,1.230158128776247,4,2556
Teo Kanistras ®,Teokanistras,Ερασιτέχνης σε όλα..... ∇ https://t.co/es71OeIDGf ∇ https://t.co/Lf2qAOMhhS ∇ https://t.co/C3cIOIKQwI ©,480457,395596,5,1.214514302470197,3037,135
The Curable Recipes,CurableSmoothie,Printing Research of Curable Smoothie Recipes,427135,361738,1,1.180785540916354,36,2816
Kyle J.Norton,kylejnorton,Health Researcher & Article Writer. Named 50 of the best health Tweeters Canada. Reference in research paper ISSN 0975-6299.,418896,354063,2,1.18311148016031,169,3514
Nexofin,Nexofin,"Nexofin, el canal de noticias que te mantiene actualizado las 24 horas del día. Búscanos en  http://t.co/tCMX80i1Ui",480413,337436,1,1.423715904645622,461,1051
E-prosfores,E_prosfores,"https://t.co/pEv120XmUw ★ Το πρώτο Private Shopping Club με Προσφορές έως -80% ★ info@e-prosfores.eu ★ #prosfores #deals #eshop #shopping",321490,331084,4,0.9710224595570912,,78
David Lamar,ImDavidLamar,"'I Found Love' available now! https://t.co/of2XlR7S6e Request #IFoundLove on your local radio station! Instagram: ImDavidLamar",307192,311652,3,0.9856891661211864,484,318
CROWN ME PROMOTIONS™,crown_promo,@crown_promo Promotes Upcoming & Major Artist To 500K Real Twitter Users From Our 10 Twitter Accounts. Text  +17027630034  or Email crownmepromo@gmail.com,276550,303684,1,0.9106505446450917,7189,820
CallingAllAstronauts,CAA_Official,Electro Goth Punk from the UK Spotify https://t.co/cGSL75Gx6X Facebook https://t.co/UeKNCDb4Yu Youtube https://t.co/arPOJOtHT0 iTunes https://t.co/I63LD64ilJ,465624,300506,1,1.549466566391353,71273,1702
Applebee's,Applebees,"Your neighborhood grill & bar, the way it was always meant to be. Food, drinks & you.

+= 
Snapchat: applebees_snap",538344,299392,4,1.798124198375374,291223,3155
ماتغير شي !✨,Kwu211,"ما تغير شي الليل هو الليل و الضي نفس الضي. من درا بجروحي!
او فراقي لروحي!
احبسي دموعك عيوني
و اضحكي. و انسي
ما تغير شي!
| مصنف ضمن أفضل8 مغردين على مستوى الكويت",415069,291178,1,1.425482007569253,1271,219
Jack Mull,J4CKMULL,"Ye got Kim, Tyga swooped up Kylie, so there's one left watch me go get her...",428910,281182,1,1.52538213683664,638,444
GbrilliantQ™,GbrilliantQ,"Follow me, I'll follow you. |Android | Nerd | FreeThinker | Chicago CoR | #TeamFollowBack",277932,281073,1,0.9888249671793449,112,3139
La Tercera,latercera,"El diario de Chile. Noticias, conversación, opinión y otros contenidos destacados de http://t.co/h2mpRUhOmt. Sigue la actualidad deportiva en @lt_deportes.",1532580,241409,1,6.348479137066141,604,6258
Tasha,cum_n_mybooty,TO TWEET OR RETWEET FROM MY ACCOUNT VISIT https://t.co/69yPlBhem8,223054,226375,1,0.9853296521258973,26,705
Esteban Eordogh,eeordogh,Allways Follow (& Unfollow) Back!...The meaning of LIFE ~ (L)ove (I)s (F)or (E)ternity ツ Smile! ㋡ Smiles are the soul's kisses,216037,215493,1,1.002524443949455,6353,1551
BAY ÇİKİLETA,baycikileta,Reklam ve sponsorluk için iletişim numaramız: 0505 367 92 10,435928,197537,1,2.206816950748467,956,298
SnpCht @JohnBoyWiiUs,JohnBoy,"CEO of WiiUs • Creator of the #ThotWalk & #iCantDanceIDGAF • Mogul • Internet Phenomenon • Fashion Designer • National Recording Artist BookingJohnBoy@Gmail.com",258668,197240,1,1.311437842222673,6203,1077
"Ralph A Garrett, Jr.",RalphGarrettJr,Jesus Christ 1st | pianist/songwriter| Enjoying everyday life in Christ| https://t.co/Pl6mfkOktC | https://t.co/vvVrb6T4ET ralphgarrett@yahoo.com,386130,195818,1,1.971882053743782,2052,228
"#legend",FUBARrockchick,"LEE ANN BRANDON
PERFECTLY IMPERFECT X₭łC₭฿ØӾëR, NEWS,SPORT,MU$łC,ROCK TWTS.Please follow other account  @xmyas , INSTAGRAM @xmyas",201237,195723,1,1.028172468233166,5184,570
kilokeal,kilokeal,It is the mark of an educated mind to be able to entertain a thought without accepting it. --Aristotle,240232,186260,3,1.289766992376248,422,273
JOΞYCUTLΞSS.COM ,JoeyCutless,"THE Producer | Pioneer: VH1 Behind The Music, Cribs, True Life, Wild 'N Out, Oprah Winfrey Show, Love & Hip-hop, Lupe Fiasco, Lil Twist, Jokerr, BOB, Cory Gunz+",214260,185962,3,1.152170873619342,5655,640
Benjamin Enfield,BenjaminEnfield,Benjamin Enfield Promotions - Co-Owners of @Hits93Toronto for Major Distribution/Promo/RadioPlay to over 36M ppl DM ME - Credits @RocNation @DefJamRecords +More,1119479,185431,3,6.03717285674995,83030,2376
Peaches,sexxandblunts,TO TWEET OR RETWEET FROM MY ACCOUNT VISIT https://t.co/s817zSTgV7,310040,183772,1,1.687090525216029,1229,597
Αδυνάτισμα,Adynatisma_Diet,"Σας έχουμε τη λύση για το Τέλειο Αδυνάτισμα! Δες εδώ ➡️ https://t.co/Uu6JbjQ4ap #adynatisma #diaita #diatrofi #diet",154302,169686,4,0.9093384250910506,1688,20
SundanceFilmFestival,sundancefest,"We find, love and share the best independent culture in the world.",645345,167929,1,3.842963395244419,2110,9168
BWD Radio,bwdradio_,"God 1st! BWD Radio (Best Worldwide Driven) #Radio - Variety Music, Videos, Interviews & Magazine Features! Playing all genres! #Tunein w/Ms V @BWDPromotions",167177,160482,7,1.041718074301168,10624,1428
Book Marketing Tools,bkmkting,"Book Marketing Tools exists to empower #authors with helpful tools, book marketing education and tips, and a community of like-minded authors. #bookmarketing",143113,157374,2,0.9093814734327145,506,2001
Mikey Wax,MikeyWax,"'Bottle Of Jack (Achtabahn Remix)' now on iTunes! As heard on Kardashians commercial & FOX Sports. https://t.co/zZeCR2J3oA
https://t.co/T1OW3YEz0P",179109,155460,25,1.1521227325357,15611,1000
Phone Crazy,phone_crazy,"Phone Crazy sharing tweets about new phone information,full specifications, in-depth reviews, latest news.DETAIL STORY IN LINK IN TWEET.PLEASE SKIP ADS",128453,145673,1,0.8817900365887982,,483
大島栄二 /キラキラレコード遂に25周年,kirakiraohshima,福岡県生まれ。今年25周年の老舗インディーズレーベル、キラキラレコード主宰。年間25タイトルほどをリリース。新しい音楽が見つかる音楽情報サイト http://t.co/a4ur6Rcogl もやってます。,151073,142273,1,1.061852916575879,67764,2364
Art Wiz,artwiz,"#Artwiz Crazy tweets about all the fun and odd things in life, plus Art and Culture! Enjoy the moments of your day, make them count. #respectplanetearth",269208,137207,3,1.962057329436545,,2417
Plan de Compra,plandecompra,Abril lleno de promociones por descubrir. Síguenos y no vuelvas a perder ofertas en aerolíneas y grandes almacenes de Colombia,257246,134450,1,1.913320937151357,1396,264
Kral Tweetler,KralTweets,Ben hep kendimi nasıl sevdirebileceğimi düşündüm. Hiç kimsen yoksa kendini sevdirmek zorundasındır.,209073,133617,1,1.564718561260917,941,197
Brett Prince,Marketaire,Founder @ https://t.co/kfTG8M9ECu,167339,131472,2,1.272810940732628,3,2651
The Hype Magazine™,TheHypeMagazine,"(How You Perceive Everything) It's Not Just A Magazine, It's A Brand - #1 Digital/Print Magazine on Newsstands! Outlet Since 2002! Contact: 301-579-4973",324024,129493,1,2.50225108693134,2073,725
NFL Draft Diamonds,DraftDiamonds,"Best NFL Draft News Source: NFL Draft, NFL Rumors, Fantasy Football, Draft Rankings, Mock Drafts, Small School Consultants for E/W Shrine Game #NFL #FCS #D2 #D3",122912,129451,2,0.9494866783570618,8077,448
Kadın Dediğin...,KadincaTweets,"Kaliteli yazarlardan tweetler, replikler, aforizmalar ve daha fazlası...",229080,129072,1,1.774823354406843,804,213
YesPunjab(.)com,yespunjab,"http://t.co/L8t5kU2S6h #News #Entertainment #Website with focus on #Punjab #NRIs #India by #HSBawa @bawahs #Journalist.
https://t.co/SkG9zabiMw",131370,127889,1,1.027218916404069,27,474
